scenario,method,system_total_running_mean,system_total_running_std,system_total_stopped_mean,system_total_stopped_std,system_total_waiting_time_mean,system_total_waiting_time_std,system_mean_waiting_time_mean,system_mean_waiting_time_std,system_mean_speed_mean,system_mean_speed_std,system_total_backlogged_mean,system_total_backlogged_std,system_total_arrived_mean,system_total_arrived_std,system_total_departed_mean,system_total_departed_std,system_total_teleported_mean,system_total_teleported_std
evening_peak,ppo_sumo_635768_2025-08-17_02-53-28_635768,52.25091575091575,0.17231000454978196,1.3021978021978022,0.04829862014603615,6.234065934065934,0.3885526327398206,0.11731944053128174,0.007043474712506873,7.2280768592041955,0.02299533036954889,0.0,0.0,1591.6,0.9660917830792346,1638.0,0.0,0.0,0.0
morning_peak,ppo_sumo_635768_2025-08-17_02-53-28_635768,55.35250305250305,0.352723116942981,1.637973137973138,0.3924071792375041,51.71111111111111,124.02349546325571,0.8515510419641086,1.9931640199887066,7.198467739728514,0.04298822106993534,0.0,0.0,1587.7,2.790858091857949,1638.0,0.0,0.0,0.0
random_heavy,ppo_sumo_635768_2025-08-17_02-53-28_635768,103.74383394383395,10.328328148206774,12.913308913308914,11.689086366228523,6507.349084249085,10037.322637681433,44.54922979268807,67.66292544609546,6.513219133821352,0.5575048168697884,1.1,1.3703203194062976,2590.1,66.55732700295124,2722.1,12.269655432995851,0.0,0.0
uniform,ppo_sumo_635768_2025-08-17_02-53-28_635768,43.2003663003663,0.20100748438821034,1.0605616605616606,0.12735952567625772,15.847252747252748,14.185415734159081,0.36385299134016913,0.3237004294138505,7.325868583993289,0.03302637455363513,0.0,0.0,1315.8,2.1499353995462736,1365.0,0.0,0.0,0.0
