#{"t_start": 1754964168.9100964, "env_id": "None"}
r,l,t
0.0,1000,54.649436
-415.0,1000,54.649491
-2.0,1000,54.649515
0.0,1000,54.649534
-100.0,1000,54.649551
0.0,1000,54.649568
-838.0,1000,54.649584
-173.0,1000,54.6496
-4151.0,1000,54.649617
-873.0,1000,54.649633
-1066.0,1000,54.649649
-691.0,1000,54.649666
-698.0,1000,54.649681
0.0,1000,54.649698
0.0,1000,54.649713
-411.0,1000,54.649729
0.0,1000,106.02862
-386.0,1000,106.028679
-2.0,1000,106.028704
0.0,1000,106.028723
-147.0,1000,106.02874
0.0,1000,106.028756
-801.0,1000,106.028772
-155.0,1000,106.028789
-3673.0,1000,106.028805
-1166.0,1000,106.028821
-1481.0,1000,106.028837
-650.0,1000,106.028853
-719.0,1000,106.028869
0.0,1000,106.028885
0.0,1000,106.030676
-370.0,1000,106.030696
0.0,1000,159.979986
-319.0,1000,159.980024
-3.0,1000,159.980041
0.0,1000,159.980055
-134.0,1000,159.980067
0.0,1000,159.98008
-708.0,1000,159.980092
-141.0,1000,159.980104
-2921.0,1000,159.980115
-967.0,1000,159.980127
-1016.0,1000,159.980139
-530.0,1000,159.98015
-621.0,1000,159.980162
0.0,1000,159.980174
0.0,1000,159.980185
-473.0,1000,159.980196
0.0,1000,211.066834
-409.0,1000,211.066871
-3.0,1000,211.066887
0.0,1000,211.066899
-144.0,1000,211.06691
0.0,1000,211.066921
-686.0,1000,211.066931
-165.0,1000,211.066942
-2782.0,1000,211.066952
-706.0,1000,211.066963
-1125.0,1000,211.066972
-628.0,1000,211.066982
-531.0,1000,211.066992
0.0,1000,211.067001
0.0,1000,211.06701
-355.0,1000,211.067019
0.0,1000,264.581273
-309.0,1000,264.581309
-4.0,1000,264.581325
0.0,1000,264.581337
-161.0,1000,264.581348
0.0,1000,264.581359
-594.0,1000,264.581369
-180.0,1000,264.581379
-2127.0,1000,264.581389
-797.0,1000,264.581399
-1014.0,1000,264.581409
-554.0,1000,264.581419
-592.0,1000,264.581429
0.0,1000,264.581439
0.0,1000,264.581448
-327.0,1000,264.581457
0.0,1000,315.07728
-349.0,1000,315.077315
0.0,1000,315.077332
0.0,1000,315.077343
-162.0,1000,315.077354
0.0,1000,315.077364
-636.0,1000,315.077374
-134.0,1000,315.077384
-2226.0,1000,315.077394
-770.0,1000,315.077404
-989.0,1000,315.077414
-526.0,1000,315.077424
-550.0,1000,315.077433
0.0,1000,315.077443
0.0,1000,315.077452
-354.0,1000,315.077462
0.0,1000,367.739112
-361.0,1000,367.739149
-10.0,1000,367.739164
0.0,1000,367.739177
-157.0,1000,367.739187
0.0,1000,367.739197
-487.0,1000,367.739207
-174.0,1000,367.739217
-1712.0,1000,367.739226
-504.0,1000,367.739236
-876.0,1000,367.739246
-391.0,1000,367.739255
-422.0,1000,367.739264
0.0,1000,367.739274
0.0,1000,367.739283
-269.0,1000,367.739292
0.0,1000,418.357971
-343.0,1000,418.358009
-14.0,1000,418.358025
0.0,1000,418.358037
-202.0,1000,418.358048
0.0,1000,418.35806
-558.0,1000,418.358072
-151.0,1000,418.358083
-2012.0,1000,418.358094
-452.0,1000,418.358106
-743.0,1000,418.358117
-303.0,1000,418.358129
-425.0,1000,418.35814
0.0,1000,418.358151
0.0,1000,418.358162
-286.0,1000,418.358174
0.0,1000,471.19373
-306.0,1000,471.193767
-2.0,1000,471.193783
0.0,1000,471.193794
-128.0,1000,471.193805
0.0,1000,471.193816
-464.0,1000,471.193826
-129.0,1000,471.193836
-1637.0,1000,471.193846
-376.0,1000,471.193856
-527.0,1000,471.193866
-391.0,1000,471.193876
-466.0,1000,471.193885
0.0,1000,471.193894
0.0,1000,471.193904
-294.0,1000,471.193913
0.0,1000,521.574327
-317.0,1000,521.574365
-1.0,1000,521.574381
0.0,1000,521.574393
-138.0,1000,521.574404
0.0,1000,521.574415
-442.0,1000,521.574425
-126.0,1000,521.574435
-1451.0,1000,521.574446
-342.0,1000,521.574455
-597.0,1000,521.574466
-345.0,1000,521.574475
-436.0,1000,521.574484
0.0,1000,521.574494
0.0,1000,521.574503
-230.0,1000,521.574513
0.0,1000,574.049642
-257.0,1000,574.049678
-8.0,1000,574.049694
0.0,1000,574.049706
-102.0,1000,574.049717
0.0,1000,574.049727
-393.0,1000,574.049737
-125.0,1000,574.049747
-1190.0,1000,574.049758
-325.0,1000,574.049768
-360.0,1000,574.049777
-326.0,1000,574.049787
-336.0,1000,574.049796
0.0,1000,574.049806
0.0,1000,574.049815
-230.0,1000,574.049825
0.0,1000,624.43238
-286.0,1000,624.432459
-2.0,1000,624.43248
0.0,1000,624.432492
-143.0,1000,624.432502
0.0,1000,624.432512
-322.0,1000,624.43252
-123.0,1000,624.43253
-1194.0,1000,624.432539
-321.0,1000,624.432548
-370.0,1000,624.432557
-301.0,1000,624.432566
-282.0,1000,624.432575
0.0,1000,624.432585
0.0,1000,624.432594
-244.0,1000,624.432603
0.0,1000,676.986477
-307.0,1000,676.986515
-2.0,1000,676.986531
0.0,1000,676.986542
-130.0,1000,676.986553
0.0,1000,676.986564
-358.0,1000,676.986573
-100.0,1000,676.986583
-1164.0,1000,676.986594
-304.0,1000,676.986603
-307.0,1000,676.986613
-288.0,1000,676.986623
-284.0,1000,676.986632
0.0,1000,676.986642
0.0,1000,676.986651
-257.0,1000,676.98666
0.0,1000,727.176663
-421.0,1000,727.176698
0.0,1000,727.176714
0.0,1000,727.176726
-131.0,1000,727.176737
0.0,1000,727.176747
-403.0,1000,727.176758
-108.0,1000,727.176768
-1074.0,1000,727.176778
-274.0,1000,727.176788
-320.0,1000,727.176798
-282.0,1000,727.176807
-306.0,1000,727.176817
0.0,1000,727.176829
0.0,1000,727.176841
-253.0,1000,727.17685
0.0,1000,779.611566
-424.0,1000,779.6116
-6.0,1000,779.611616
0.0,1000,779.611629
-135.0,1000,779.61164
